"REF_DATE","GEO","DGUID","Sexual orientation","Sex","Age group","Selected Sociodemographic characteristics","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Visible minority","Number of persons","Number","223","units","0","v1271247148","7.1.1.1.16.1","6000","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Not a visible minority","Number of persons","Number","223","units","0","v1271247154","7.1.1.1.17.1","76400","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Indigenous identity","Number of persons","Number","223","units","0","v1271247160","7.1.1.1.18.1","42300","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Non-Indigenous identity","Number of persons","Number","223","units","0","v1271247166","7.1.1.1.19.1","40200","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, English or English and other","Number of persons","Number","223","units","0","v1271247220","7.1.1.1.28.1","69700","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, French or French and other ","Number of persons","Number","223","units","0","v1271247226","7.1.1.1.29.1","1100","E","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, English and French or English and French and other ","Number of persons","Number","223","units","0","v1271247232","7.1.1.1.30.1","1300","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, other","Number of persons","Number","223","units","0","v1271247238","7.1.1.1.31.1","10600","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), less than secondary school graduation","Number of persons","Number","223","units","0","v1271247100","7.1.1.1.8.1","14400","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), secondary school graduation, no post-secondary education","Number of persons","Number","223","units","0","v1271247106","7.1.1.1.9.1","11200","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), post-secondary certificate/diploma or university degree","Number of persons","Number","223","units","0","v1271247112","7.1.1.1.10.1","41200","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Household income, first quintile","Number of persons","Number","223","units","0","v1271247118","7.1.1.1.11.1","","..","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Household income, second quintile","Number of persons","Number","223","units","0","v1271247124","7.1.1.1.12.1","","..","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Household income, third quintile","Number of persons","Number","223","units","0","v1271247130","7.1.1.1.13.1","","..","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Household income, fourth quintile","Number of persons","Number","223","units","0","v1271247136","7.1.1.1.14.1","","..","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Household income, fifth quintile","Number of persons","Number","223","units","0","v1271247142","7.1.1.1.15.1","","..","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Worked at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271247184","7.1.1.1.22.1","65700","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Did not work at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271247214","7.1.1.1.27.1","14800","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, full-time","Number of persons","Number","223","units","0","v1271247190","7.1.1.1.23.1","47800","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, part-time","Number of persons","Number","223","units","0","v1271247196","7.1.1.1.24.1","7900","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Did not work at a job or business in the past week (did not have a job)","Number of persons","Number","223","units","0","v1271247208","7.1.1.1.26.1","24700","","","","0"
"2015/2018","Territories","2016A00011","Heterosexual","Both sexes","Total, 15 years and over","Total population","Number of persons","Number","223","units","0","v1271247058","7.1.1.1.1.1","82700","","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), married","Number of persons","Number","223","units","0","v1271249296","7.2.1.1.2.1","","F","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), common-law","Number of persons","Number","223","units","0","v1271249302","7.2.1.1.3.1","","F","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), previously married (divorced, separated, widowed)","Number of persons","Number","223","units","0","v1271249308","7.2.1.1.4.1","","F","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), single (never married)","Number of persons","Number","223","units","0","v1271249314","7.2.1.1.5.1","300","E","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Lives in household with at least one child under 12","Number of persons","Number","223","units","0","v1271249320","7.2.1.1.6.1","","F","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Lives in household with no children under 12","Number of persons","Number","223","units","0","v1271249326","7.2.1.1.7.1","600","E","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Place of residence, population centre","Number of persons","Number","223","units","0","v1271249404","7.2.1.1.20.1","500","E","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Place of residence, rural area","Number of persons","Number","223","units","0","v1271249410","7.2.1.1.21.1","300","E","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Visible minority","Number of persons","Number","223","units","0","v1271249380","7.2.1.1.16.1","","F","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Not a visible minority","Number of persons","Number","223","units","0","v1271249386","7.2.1.1.17.1","700","E","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Indigenous identity","Number of persons","Number","223","units","0","v1271249392","7.2.1.1.18.1","400","E","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Non-Indigenous identity","Number of persons","Number","223","units","0","v1271249398","7.2.1.1.19.1","400","E","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, English or English and other","Number of persons","Number","223","units","0","v1271249452","7.2.1.1.28.1","800","E","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, French or French and other ","Number of persons","Number","223","units","0","v1271249458","7.2.1.1.29.1","","F","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, English and French or English and French and other ","Number of persons","Number","223","units","0","v1271249464","7.2.1.1.30.1","","F","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, other","Number of persons","Number","223","units","0","v1271249470","7.2.1.1.31.1","","F","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), less than secondary school graduation","Number of persons","Number","223","units","0","v1271249332","7.2.1.1.8.1","","F","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), secondary school graduation, no post-secondary education","Number of persons","Number","223","units","0","v1271249338","7.2.1.1.9.1","","F","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), post-secondary certificate/diploma or university degree","Number of persons","Number","223","units","0","v1271249344","7.2.1.1.10.1","500","E","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Household income, first quintile","Number of persons","Number","223","units","0","v1271249350","7.2.1.1.11.1","","..","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Household income, second quintile","Number of persons","Number","223","units","0","v1271249356","7.2.1.1.12.1","","..","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Household income, third quintile","Number of persons","Number","223","units","0","v1271249362","7.2.1.1.13.1","","..","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Household income, fourth quintile","Number of persons","Number","223","units","0","v1271249368","7.2.1.1.14.1","","..","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Household income, fifth quintile","Number of persons","Number","223","units","0","v1271249374","7.2.1.1.15.1","","..","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Worked at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271249416","7.2.1.1.22.1","700","E","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Did not work at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271249446","7.2.1.1.27.1","","F","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, full-time","Number of persons","Number","223","units","0","v1271249422","7.2.1.1.23.1","500","E","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, part-time","Number of persons","Number","223","units","0","v1271249428","7.2.1.1.24.1","","F","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Did not work at a job or business in the past week (did not have a job)","Number of persons","Number","223","units","0","v1271249440","7.2.1.1.26.1","200","E","","","0"
"2015/2018","Territories","2016A00011","Lesbian or gay","Both sexes","Total, 15 years and over","Total population","Number of persons","Number","223","units","0","v1271249290","7.2.1.1.1.1","800","E","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), married","Number of persons","Number","223","units","0","v1271251528","7.3.1.1.2.1","300","E","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), common-law","Number of persons","Number","223","units","0","v1271251534","7.3.1.1.3.1","","F","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), previously married (divorced, separated, widowed)","Number of persons","Number","223","units","0","v1271251540","7.3.1.1.4.1","","F","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Marital status (ages 25 and older), single (never married)","Number of persons","Number","223","units","0","v1271251546","7.3.1.1.5.1","600","E","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Lives in household with at least one child under 12","Number of persons","Number","223","units","0","v1271251552","7.3.1.1.6.1","700","E","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Lives in household with no children under 12","Number of persons","Number","223","units","0","v1271251558","7.3.1.1.7.1","1300","E","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Place of residence, population centre","Number of persons","Number","223","units","0","v1271251636","7.3.1.1.20.1","1100","","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Place of residence, rural area","Number of persons","Number","223","units","0","v1271251642","7.3.1.1.21.1","900","","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Visible minority","Number of persons","Number","223","units","0","v1271251612","7.3.1.1.16.1","","F","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Not a visible minority","Number of persons","Number","223","units","0","v1271251618","7.3.1.1.17.1","1900","","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Indigenous identity","Number of persons","Number","223","units","0","v1271251624","7.3.1.1.18.1","1100","","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Non-Indigenous identity","Number of persons","Number","223","units","0","v1271251630","7.3.1.1.19.1","1000","E","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, English or English and other","Number of persons","Number","223","units","0","v1271251684","7.3.1.1.28.1","1600","","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, French or French and other ","Number of persons","Number","223","units","0","v1271251690","7.3.1.1.29.1","","F","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, English and French or English and French and other ","Number of persons","Number","223","units","0","v1271251696","7.3.1.1.30.1","","F","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Language(s) spoken most often at home, other","Number of persons","Number","223","units","0","v1271251702","7.3.1.1.31.1","300","E","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), less than secondary school graduation","Number of persons","Number","223","units","0","v1271251564","7.3.1.1.8.1","400","E","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), secondary school graduation, no post-secondary education","Number of persons","Number","223","units","0","v1271251570","7.3.1.1.9.1","200","E","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Highest level of education (ages 25 and older), post-secondary certificate/diploma or university degree","Number of persons","Number","223","units","0","v1271251576","7.3.1.1.10.1","700","E","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Household income, first quintile","Number of persons","Number","223","units","0","v1271251582","7.3.1.1.11.1","","..","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Household income, second quintile","Number of persons","Number","223","units","0","v1271251588","7.3.1.1.12.1","","..","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Household income, third quintile","Number of persons","Number","223","units","0","v1271251594","7.3.1.1.13.1","","..","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Household income, fourth quintile","Number of persons","Number","223","units","0","v1271251600","7.3.1.1.14.1","","..","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Household income, fifth quintile","Number of persons","Number","223","units","0","v1271251606","7.3.1.1.15.1","","..","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Worked at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271251648","7.3.1.1.22.1","1500","","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Did not work at a job or business in the past 12 months","Number of persons","Number","223","units","0","v1271251678","7.3.1.1.27.1","500","E","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, full-time","Number of persons","Number","223","units","0","v1271251654","7.3.1.1.23.1","1100","E","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Worked at a job or business in the past week, part-time","Number of persons","Number","223","units","0","v1271251660","7.3.1.1.24.1","200","E","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Did not work at a job or business in the past week (did not have a job)","Number of persons","Number","223","units","0","v1271251672","7.3.1.1.26.1","700","E","","","0"
"2015/2018","Territories","2016A00011","Bisexual","Both sexes","Total, 15 years and over","Total population","Number of persons","Number","223","units","0","v1271251522","7.3.1.1.1.1","2000","","","","0"


